,freq,prob
tʊk,480,6.974185633061359e-05
tɻəʊl,238,3.458033709726258e-05
tɻə,748,0.00010868105944853951
tɻɪ,1356,0.00019702074413398342
tɻæk,198,2.8768515736378106e-05
tuː,31446,0.004568963362859323
twiːn,749,0.00010882635498256163
vaɪ,819,0.00011899704236410944
və,2213,0.0003215390167909331
vəɜ˞,4187,0.0006083524009505815
vɛ,2322,0.00033737622999934326
vɛn,357,5.187050564589386e-05
vn̩,2679,0.0003892467356452371
vɪ,2206,0.0003205219480527783
vɪŋ,1405,0.00020414022530106687
vɪt,221,3.211031301888668e-05
vl̩,795,0.00011550994954757877
vɻɪ,1112,0.00016156863383258815
wɔː,754,0.00010955283265267219
weɪ,2599,0.0003776230929234682
weɪz,870,0.00012640711459923715
waɪ,809,0.00011754408702388832
wɜːɜ˞,3532,0.0005131838261660984
wɛəɜ˞,1547,0.00022477219113220672
wɛ,690,0.00010025391847525704
wɛl,1593,0.00023145578569722387
wɛn,2635,0.0003828537321482642
wɛnt,696,0.00010112569167938971
wɪ,1837,0.0002669078959986191
wɪð,7046,0.0010237523327197987
wɪɲ,3458,0.0005024319566484621
wɪl,2155,0.00031311187581765064
wɪn,363,5.274227885002653e-05
wɒt,3042,0.00044198901449526366
wɒz,10834,0.0015741318155955578
wʊd,3084,0.00044809142692419236
wʌn,4402,0.0006395909407653355
wʌns,563,8.180138565444886e-05
wiː,3697,0.0005371575892797468
wiːk,425,6.175060195939746e-05
z,546,7.933136157607296e-05
zə,404,5.869939574493311e-05
zəm,525,7.628015536160862e-05
zn̩t,1058,0.00015372267499539412
zɪ,1893,0.00027504444590385735
zɪŋ,889,0.00012916772974565726
zɪz,580,8.427140973282476e-05
zækt,172,2.4990831851803206e-05
æ,2726,0.00039607562574427635
æb,253,3.675977010759425e-05
æk,1267,0.00018408944160601547
æm,487,7.075892506876838e-05
æn,3502,0.000508824960145435
ænd,28709,0.004171289486240804
æt,5652,0.0008212103582929751
æz,6919,0.0010052997998989904
