,freq,prob
feːl,92,9.10311e-05
diːn,92,9.10311e-05
veːŋ,91,9.00416e-05
du,91,9.00416e-05
balt,91,9.00416e-05
taɪn,90,8.90521e-05
si,90,8.90521e-05
mʊnt,90,8.90521e-05
lʊs,90,8.90521e-05
ki,90,8.90521e-05
braʊx,90,8.90521e-05
bɪ,90,8.90521e-05
ɒʊ,90,8.90521e-05
vaɪls,89,8.80627e-05
tsiːn,89,8.80627e-05
tsiːŋs,89,8.80627e-05
nɔm,89,8.80627e-05
lan,89,8.80627e-05
ja,89,8.80627e-05
iːɐt,89,8.80627e-05
by,89,8.80627e-05
ʃlaːɡ,89,8.80627e-05
ɒaɪns,89,8.80627e-05
zəm,88,8.70732e-05
rʏ,88,8.70732e-05
hoːl,88,8.70732e-05
dɔʏ,88,8.70732e-05
blaɪp,88,8.70732e-05
vaz,87,8.60837e-05
tsʊɐ,87,8.60837e-05
baɪn,87,8.60837e-05
tsjo,85,8.41048e-05
klas,85,8.41048e-05
klɪŋt,85,8.41048e-05
ɡaː,85,8.41048e-05
ʃleː,85,8.41048e-05
fuːs,84,8.31153e-05
boː,84,8.31153e-05
pʊŋk,83,8.21259e-05
lɪs,83,8.21259e-05
kɛs,83,8.21259e-05
ɡŋt,83,8.21259e-05
ɔb,83,8.21259e-05
ɔɐt,83,8.21259e-05
tsɪk,82,8.11364e-05
ro,82,8.11364e-05
ɡe,82,8.11364e-05
zɔlt,81,8.01469e-05
tɒɛs,81,8.01469e-05
ɡroːs,81,8.01469e-05
frɔʏn,81,8.01469e-05
ɒœf,81,8.01469e-05
zɛts,80,7.91574e-05
pstn,80,7.91574e-05
kla,80,7.91574e-05
ʃɔɐn,80,7.91574e-05
ɒɪf,80,7.91574e-05
çəs,80,7.91574e-05
zaːɡ,79,7.8168e-05
taːŋ,79,7.8168e-05
səl,79,7.8168e-05
rɛns,79,7.8168e-05
nats,79,7.8168e-05
keːɐs,79,7.8168e-05
kaʊ,79,7.8168e-05
dɪŋt,79,7.8168e-05
tɪçt,78,7.71785e-05
dreːs,78,7.71785e-05
dran,78,7.71785e-05
ʃtrɛs,78,7.71785e-05
ɪk,78,7.71785e-05
ɛŋ,78,7.71785e-05
zɪçs,77,7.6189e-05
pjuː,77,7.6189e-05
hɛŋ,77,7.6189e-05
ɡrɛs,77,7.6189e-05
ɡɪpt,77,7.6189e-05
drɪ,77,7.6189e-05
dɪçt,77,7.6189e-05
ɒɪj,77,7.6189e-05
praɪ,76,7.51996e-05
nʊm,76,7.51996e-05
nɪk,76,7.51996e-05
klɛːɐn,76,7.51996e-05
ʃraɪ,76,7.51996e-05
ɒɪɐ,76,7.51996e-05
ziːk,75,7.42101e-05
preː,75,7.42101e-05
plat,75,7.42101e-05
ɡnɐ,75,7.42101e-05
fœl,75,7.42101e-05
byː,75,7.42101e-05
ʃɛft,75,7.42101e-05
ɒaːmts,75,7.42101e-05
tsiːm,74,7.32206e-05
tax,74,7.32206e-05
sɪ,74,7.32206e-05
fʊŋk,74,7.32206e-05
ʃtɛn,74,7.32206e-05
ɛk,74,7.32206e-05
tsaː,73,7.22312e-05
luːt,73,7.22312e-05
lɪŋ,73,7.22312e-05
ksyː,73,7.22312e-05
jaːl,73,7.22312e-05
ɡɛl,73,7.22312e-05
ɡəns,73,7.22312e-05
ɒals,73,7.22312e-05
vɛt,72,7.12417e-05
tʊnt,72,7.12417e-05
ʊŋs,72,7.12417e-05
ʃuː,72,7.12417e-05
ʃaɪt,72,7.12417e-05
trɪft,71,7.02522e-05
nɛːçs,71,7.02522e-05
mɛl,71,7.02522e-05
fʏf,71,7.02522e-05
deːŋ,71,7.02522e-05
baɪʃp,71,7.02522e-05
ʊnh,71,7.02522e-05
ʃ,71,7.02522e-05
ɪks,71,7.02522e-05
pi,70,6.92628e-05
kam,70,6.92628e-05
frɔʏt,70,6.92628e-05
mɛr,69,6.82733e-05
kɪn,69,6.82733e-05
dɔk,69,6.82733e-05
ʃaː,69,6.82733e-05
ɒɔk,69,6.82733e-05
ɒɪks,69,6.82733e-05
ɒɪɐŋ,69,6.82733e-05
çaʊs,69,6.82733e-05
tak,68,6.72838e-05
snt,68,6.72838e-05
ɡuːd,68,6.72838e-05
dɛ,68,6.72838e-05
ʃtu,68,6.72838e-05
ɒɛŋ,68,6.72838e-05
raɪç,67,6.62944e-05
kʊnft,67,6.62944e-05
bal,67,6.62944e-05
ʃtʊt,67,6.62944e-05
ɛtst,67,6.62944e-05
znt,66,6.53049e-05
vɔ,66,6.53049e-05
tsvɔx,66,6.53049e-05
tsaɪç,66,6.53049e-05
stn,66,6.53049e-05
nɔɐ,66,6.53049e-05
klɪŋ,66,6.53049e-05
kiːl,66,6.53049e-05
bms,66,6.53049e-05
ant,66,6.53049e-05
proː,65,6.43154e-05
naːh,65,6.43154e-05
lɪʃ,65,6.43154e-05
ɡlʏk,65,6.43154e-05
aːxs,65,6.43154e-05
ʃpɛː,65,6.43154e-05
rɪ,64,6.3326e-05
rəm,64,6.3326e-05
knaɪ,64,6.3326e-05
kɪɐ,64,6.3326e-05
ɡart,64,6.3326e-05
draɪs,64,6.3326e-05
drʊm,64,6.3326e-05
biːɐt,64,6.3326e-05
sɪt,63,6.23365e-05
leːk,63,6.23365e-05
lɛs,63,6.23365e-05
klaɪn,63,6.23365e-05
jən,63,6.23365e-05
bʊs,63,6.23365e-05
ʊl,63,6.23365e-05
veːm,62,6.1347e-05
tseːl,62,6.1347e-05
san,62,6.1347e-05
hɪs,62,6.1347e-05
hɪŋ,62,6.1347e-05
aŋ,62,6.1347e-05
ʃtuː,62,6.1347e-05
ʃprɪçt,62,6.1347e-05
ɡiː,61,6.03576e-05
fɔ,61,6.03576e-05
bʊn,61,6.03576e-05
bɛk,61,6.03576e-05
ʃprɔx,61,6.03576e-05
zøːn,60,5.93681e-05
trɪŋ,60,5.93681e-05
lyː,60,5.93681e-05
ʃtɔk,60,5.93681e-05
tsi,59,5.83786e-05
troː,59,5.83786e-05
traːɡ,59,5.83786e-05
ri,59,5.83786e-05
ls,59,5.83786e-05
kaːr,59,5.83786e-05
hɛr,59,5.83786e-05
bleː,59,5.83786e-05
ʃtɛlt,59,5.83786e-05
ɒu,59,5.83786e-05
zɛtst,58,5.73891e-05
tsoː,58,5.73891e-05
tiːɐt,58,5.73891e-05
teːk,58,5.73891e-05
plaːnt,58,5.73891e-05
nʊt,58,5.73891e-05
nɐs,58,5.73891e-05
nɐn,58,5.73891e-05
myːt,58,5.73891e-05
kœnd,58,5.73891e-05
haʊf,58,5.73891e-05
ɡlaʊp,58,5.73891e-05
fah,58,5.73891e-05
fɔɐt,58,5.73891e-05
drɛs,58,5.73891e-05
dɪs,58,5.73891e-05
ɛr,58,5.73891e-05
traːŋ,57,5.63997e-05
saː,57,5.63997e-05
paʊ,57,5.63997e-05
oːs,57,5.63997e-05
kaːm,57,5.63997e-05
jɛt,57,5.63997e-05
ɡeːŋ,57,5.63997e-05
fɛɐnt,57,5.63997e-05
draɪn,57,5.63997e-05
bli,57,5.63997e-05
alt,57,5.63997e-05
ʃmɪt,57,5.63997e-05
ɒɛks,57,5.63997e-05
sm,56,5.54102e-05
rãːs,56,5.54102e-05
pə,56,5.54102e-05
koː,56,5.54102e-05
klɛːɐt,56,5.54102e-05
høːs,56,5.54102e-05
bɐs,56,5.54102e-05
az,56,5.54102e-05
ak,56,5.54102e-05
ʃtar,56,5.54102e-05
zəl,55,5.44207e-05
nos,55,5.44207e-05
ɡrʊnt,55,5.44207e-05
foːn,55,5.44207e-05
fast,55,5.44207e-05
braxt,55,5.44207e-05
ʃpe,55,5.44207e-05
ər,55,5.44207e-05
tnt,54,5.34313e-05
raʊ,54,5.34313e-05
rɪʃ,54,5.34313e-05
ntə,54,5.34313e-05
loː,54,5.34313e-05
laːŋ,54,5.34313e-05
ɡra,54,5.34313e-05
ɡɛŋ,54,5.34313e-05
dryː,54,5.34313e-05
darf,54,5.34313e-05
blɪk,54,5.34313e-05
biːɐ,54,5.34313e-05
əŋ,54,5.34313e-05
vɔɐ,53,5.24418e-05
ryː,53,5.24418e-05
nɛːs,53,5.24418e-05
liːp,53,5.24418e-05
kʊl,53,5.24418e-05
hɪl,53,5.24418e-05
ʊts,53,5.24418e-05
ʃtrɛk,53,5.24418e-05
ʃlaːx,53,5.24418e-05
zɔɐ,52,5.14523e-05
vɔɐt,52,5.14523e-05
vɪk,52,5.14523e-05
tsaɪk,52,5.14523e-05
tsɛɐt,52,5.14523e-05
taʊ,52,5.14523e-05
rɔ,52,5.14523e-05
pryː,52,5.14523e-05
pleː,52,5.14523e-05
hoːx,52,5.14523e-05
heː,52,5.14523e-05
ʃlʊs,52,5.14523e-05
ɒɪz,52,5.14523e-05
trɔf,51,5.04629e-05
tɪŋ,51,5.04629e-05
sʊnt,51,5.04629e-05
part,51,5.04629e-05
lant,51,5.04629e-05
laʊf,51,5.04629e-05
hɛlf,51,5.04629e-05
høːɐ,51,5.04629e-05
ɡŋs,51,5.04629e-05
dʏɐf,51,5.04629e-05
zɛpst,50,4.94734e-05
tiːɐn,50,4.94734e-05
po,50,4.94734e-05
hɔl,50,4.94734e-05
dɔʏtʃ,50,4.94734e-05
alz,50,4.94734e-05
ʃtaɪ,50,4.94734e-05
ʃraɪp,50,4.94734e-05
ʃaft,50,4.94734e-05
vʊɐ,49,4.84839e-05
tiːɐ,49,4.84839e-05
suːɐ,49,4.84839e-05
nh,49,4.84839e-05
hɔx,49,4.84839e-05
fbaːt,49,4.84839e-05
fɪt,49,4.84839e-05
drɪŋ,49,4.84839e-05
ʃɔp,49,4.84839e-05
vɔxs,48,4.74945e-05
rɪk,48,4.74945e-05
rɪçt,48,4.74945e-05
pɔts,48,4.74945e-05
naxts,48,4.74945e-05
nɪn,48,4.74945e-05
nɛç,48,4.74945e-05
ju,48,4.74945e-05
ɡʊk,48,4.74945e-05
fraŋ,48,4.74945e-05
flɛk,48,4.74945e-05
bn,48,4.74945e-05
aːs,48,4.74945e-05
ʃraɪb,48,4.74945e-05
ŋan,48,4.74945e-05
vam,47,4.6505e-05
nu,47,4.6505e-05
lɔʏf,47,4.6505e-05
kɔp,47,4.6505e-05
kɪç,47,4.6505e-05
hən,47,4.6505e-05
ɡu,47,4.6505e-05
blɔk,47,4.6505e-05
aɪŋt,47,4.6505e-05
ziːɐn,46,4.55155e-05
rʊn,46,4.55155e-05
pjɛl,46,4.55155e-05
nfɔɐ,46,4.55155e-05
kas,46,4.55155e-05
iːɐm,46,4.55155e-05
flɪç,46,4.55155e-05
fɛn,46,4.55155e-05
doː,46,4.55155e-05
boːt,46,4.55155e-05
ʏ,46,4.55155e-05
ʃpar,46,4.55155e-05
ʃɪfs,46,4.55155e-05
tsiːp,45,4.45261e-05
tm,45,4.45261e-05
tal,45,4.45261e-05
taːxs,45,4.45261e-05
taːt,45,4.45261e-05
stɐ,45,4.45261e-05
sɪk,45,4.45261e-05
pri,45,4.45261e-05
noːt,45,4.45261e-05
nɛs,45,4.45261e-05
lɪj,45,4.45261e-05
køː,45,4.45261e-05
ʃtɛnt,45,4.45261e-05
voːn,44,4.35366e-05
tsɛɐ,44,4.35366e-05
treː,44,4.35366e-05
niːɐt,44,4.35366e-05
naɪ,44,4.35366e-05
leːçt,44,4.35366e-05
klɪs,44,4.35366e-05
ftn,44,4.35366e-05
aʊh,44,4.35366e-05
əns,44,4.35366e-05
zɪts,43,4.25471e-05
saɪ,43,4.25471e-05
paʊl,43,4.25471e-05
mʏns,43,4.25471e-05
lɛɐn,43,4.25471e-05
kʊɐs,43,4.25471e-05
drʊk,43,4.25471e-05
baːrt,43,4.25471e-05
ʃpaːs,43,4.25471e-05
tseːnt,42,4.15577e-05
tsaɪd,42,4.15577e-05
tʃaɪn,42,4.15577e-05
sɛt,42,4.15577e-05
pstən,42,4.15577e-05
plɪç,42,4.15577e-05
neːçst,42,4.15577e-05
lɛt,42,4.15577e-05
kɔɐ,42,4.15577e-05
ɡɡəs,42,4.15577e-05
eːŋ,42,4.15577e-05
ɛʃ,42,4.15577e-05
zar,41,4.05682e-05
xʊŋ,41,4.05682e-05
tsɛl,41,4.05682e-05
maʃ,41,4.05682e-05
mɛŋ,41,4.05682e-05
klɪçs,41,4.05682e-05
kaʊf,41,4.05682e-05
iːl,41,4.05682e-05
fam,41,4.05682e-05
dəm,41,4.05682e-05
bɔʏ,41,4.05682e-05
ʃpɔn,41,4.05682e-05
ʃpɔɐt,41,4.05682e-05
vif,40,3.95787e-05
tsɐ,40,3.95787e-05
traːk,40,3.95787e-05
tʃɛk,40,3.95787e-05
raɪt,40,3.95787e-05
nuːk,40,3.95787e-05
nʃtat,40,3.95787e-05
me,40,3.95787e-05
mɛː,40,3.95787e-05
lɪn,40,3.95787e-05
kəl,40,3.95787e-05
haɪt,40,3.95787e-05
haːpt,40,3.95787e-05
ɡrøː,40,3.95787e-05
ʃtrɪç,40,3.95787e-05
ʃriː,40,3.95787e-05
ʃraɪm,40,3.95787e-05
vʏ,39,3.85893e-05
sl,39,3.85893e-05
ran,39,3.85893e-05
raːŋ,39,3.85893e-05
neːç,39,3.85893e-05
nɪŋ,39,3.85893e-05
myː,39,3.85893e-05
kn,39,3.85893e-05
jʊm,39,3.85893e-05
ɡeːb,39,3.85893e-05
do,39,3.85893e-05
dnə,39,3.85893e-05
diːzs,39,3.85893e-05
ʃpraː,39,3.85893e-05
ʃnaɪ,39,3.85893e-05
ɪŋs,39,3.85893e-05
çi,39,3.85893e-05
zɪks,38,3.75998e-05
tsɪh,38,3.75998e-05
trɛːk,38,3.75998e-05
teːt,38,3.75998e-05
tan,38,3.75998e-05
sjo,38,3.75998e-05
saɪt,38,3.75998e-05
rɪs,38,3.75998e-05
rɛn,38,3.75998e-05
miːl,38,3.75998e-05
maːɐn,38,3.75998e-05
ɡryː,38,3.75998e-05
feːɐ,38,3.75998e-05
fɪŋs,38,3.75998e-05
ds,38,3.75998e-05
bɛt,38,3.75998e-05
aʊks,38,3.75998e-05
ɒaŋ,38,3.75998e-05
ɒʊnh,38,3.75998e-05
ɒɔf,38,3.75998e-05
ɔs,38,3.75998e-05
viːs,37,3.66103e-05
tʊm,37,3.66103e-05
nyː,37,3.66103e-05
mɪj,37,3.66103e-05
lʊft,37,3.66103e-05
kɔr,37,3.66103e-05
kɛː,37,3.66103e-05
ɡʏn,37,3.66103e-05
ɡɪç,37,3.66103e-05
aɪŋlç,37,3.66103e-05
ʃprɪç,37,3.66103e-05
ʃpɛːt,37,3.66103e-05
ɒaːm,37,3.66103e-05
tyː,36,3.56209e-05
nɛk,36,3.56209e-05
miːɐt,36,3.56209e-05
lʊst,36,3.56209e-05
klapt,36,3.56209e-05
kɔpf,36,3.56209e-05
hast,36,3.56209e-05
fyːɐs,36,3.56209e-05
friː,36,3.56209e-05
fan,36,3.56209e-05
fʊnt,36,3.56209e-05
fʊŋ,36,3.56209e-05
draʊ,36,3.56209e-05
drʏk,36,3.56209e-05
drə,36,3.56209e-05
diːp,36,3.56209e-05
braʊxt,36,3.56209e-05
bas,36,3.56209e-05
bʊŋ,36,3.56209e-05
aɪŋtç,36,3.56209e-05
ʃtraːs,36,3.56209e-05
ʃɛts,36,3.56209e-05
zaɪt,35,3.46314e-05
tʃaʊ,35,3.46314e-05
sɛn,35,3.46314e-05
mah,35,3.46314e-05
mʊ,35,3.46314e-05
liːçt,35,3.46314e-05
ɡkɔm,35,3.46314e-05
fyːk,35,3.46314e-05
falʃ,35,3.46314e-05
ʃtant,35,3.46314e-05
ʃpa,35,3.46314e-05
ʃnɛls,35,3.46314e-05
ʃiːm,35,3.46314e-05
ɪɐŋt,35,3.46314e-05
zɪʃ,34,3.36419e-05
vɛs,34,3.36419e-05
tɪks,34,3.36419e-05
svaːr,34,3.36419e-05
rɛl,34,3.36419e-05
nartst,34,3.36419e-05
nɛːm,34,3.36419e-05
kɛŋ,34,3.36419e-05
faks,34,3.36419e-05
zɔm,33,3.26524e-05
trɔts,33,3.26524e-05
taːs,33,3.26524e-05
tɔr,33,3.26524e-05
svaɪ,33,3.26524e-05
sjoːn,33,3.26524e-05
raʊf,33,3.26524e-05
kaŋ,33,3.26524e-05
ɡʃɛfts,33,3.26524e-05
ftsɪç,33,3.26524e-05
faɪt,33,3.26524e-05
diːnst,33,3.26524e-05
daːk,33,3.26524e-05
ʃtrɛŋ,33,3.26524e-05
ʃtn,33,3.26524e-05
ʃpaɪ,33,3.26524e-05
ɐl,33,3.26524e-05
vɪn,32,3.1663e-05
tsvants,32,3.1663e-05
tsaːlt,32,3.1663e-05
sɛks,32,3.1663e-05
mʊst,32,3.1663e-05
məs,32,3.1663e-05
lɛk,32,3.1663e-05
klaʊ,32,3.1663e-05
huː,32,3.1663e-05
hap,32,3.1663e-05
ɡɛlt,32,3.1663e-05
ɡɛːb,32,3.1663e-05
ftən,32,3.1663e-05
fɪnd,32,3.1663e-05
eːn,32,3.1663e-05
dɔl,32,3.1663e-05
dɔɐs,32,3.1663e-05
ʃveːɐ,32,3.1663e-05
ʃpreːç,32,3.1663e-05
zaɪm,31,3.06735e-05
vœɐ,31,3.06735e-05
tsjoːns,31,3.06735e-05
tsja,31,3.06735e-05
tsɪɐ,31,3.06735e-05
təm,31,3.06735e-05
riːn,31,3.06735e-05
pɔɐ,31,3.06735e-05
leːɐ,31,3.06735e-05
klɛn,31,3.06735e-05
kaɪm,31,3.06735e-05
kʏɐ,31,3.06735e-05
ɡrʊn,31,3.06735e-05
brɪç,31,3.06735e-05
ɒalz,31,3.06735e-05
ɒɛr,31,3.06735e-05
zaɪts,30,2.9684e-05
zɛs,30,2.9684e-05
zɐm,30,2.9684e-05
viːɐt,30,2.9684e-05
trɔt,30,2.9684e-05
tʃaɪ,30,2.9684e-05
seːm,30,2.9684e-05
sams,30,2.9684e-05
raɪz,30,2.9684e-05
raːŋt,30,2.9684e-05
rʊ,30,2.9684e-05
nʊts,30,2.9684e-05
muː,30,2.9684e-05
lɛɐ,30,2.9684e-05
løː,30,2.9684e-05
ku,30,2.9684e-05
ɡlaɪj,30,2.9684e-05
frɔʏnt,30,2.9684e-05
faɪn,30,2.9684e-05
fʏɐç,30,2.9684e-05
bs,30,2.9684e-05
bloːs,30,2.9684e-05
aʊŋ,30,2.9684e-05
aːn,30,2.9684e-05
ʒiː,30,2.9684e-05
ʃpaːn,30,2.9684e-05
ʃal,30,2.9684e-05
zaːx,29,2.86946e-05
zɛps,29,2.86946e-05
zɐn,29,2.86946e-05
vaɪn,29,2.86946e-05
tra,29,2.86946e-05
tjaː,29,2.86946e-05
tɐs,29,2.86946e-05
stə,29,2.86946e-05
seːɐ,29,2.86946e-05
rɪt,29,2.86946e-05
pʊŋkt,29,2.86946e-05
nfax,29,2.86946e-05
nʊl,29,2.86946e-05
maɪnt,29,2.86946e-05
kreː,29,2.86946e-05
kap,29,2.86946e-05
kʊm,29,2.86946e-05
hɛɐn,29,2.86946e-05
hœl,29,2.86946e-05
ɡɛ,29,2.86946e-05
froːn,29,2.86946e-05
frɪʃ,29,2.86946e-05
flaɪçt,29,2.86946e-05
fɪç,29,2.86946e-05
buːɐ,29,2.86946e-05
brɔʏçt,29,2.86946e-05
brɪ,29,2.86946e-05
bmʊns,29,2.86946e-05
bʏr,29,2.86946e-05
bɪz,29,2.86946e-05
ɛː,29,2.86946e-05
zats,28,2.77051e-05
vaːŋ,28,2.77051e-05
vʏs,28,2.77051e-05
sar,28,2.77051e-05
pɛt,28,2.77051e-05
pɛk,28,2.77051e-05
pən,28,2.77051e-05
nɔɐt,28,2.77051e-05
nɛnt,28,2.77051e-05
mam,28,2.77051e-05
mɪʃ,28,2.77051e-05
mɛɐk,28,2.77051e-05
laɪn,28,2.77051e-05
laːr,28,2.77051e-05
kɐ,28,2.77051e-05
hm,28,2.77051e-05
fluː,28,2.77051e-05
fɪʃ,28,2.77051e-05
fɛkt,28,2.77051e-05
dɐn,28,2.77051e-05
bɪʃ,28,2.77051e-05
ã,28,2.77051e-05
ʃtʊnd,28,2.77051e-05
ʃpiːlt,28,2.77051e-05
ʃpan,28,2.77051e-05
ʃlɪm,28,2.77051e-05
ɒʊŋ,28,2.77051e-05
zuːt,27,2.67156e-05
zu,27,2.67156e-05
zamt,27,2.67156e-05
vɛɐk,27,2.67156e-05
tsjɛl,27,2.67156e-05
tɛç,27,2.67156e-05
sʊn,27,2.67156e-05
nmaːl,27,2.67156e-05
maɪŋ,27,2.67156e-05
lɛɐnt,27,2.67156e-05
kraf,27,2.67156e-05
hʊŋ,27,2.67156e-05
ɡas,27,2.67156e-05
ɡaɪst,27,2.67156e-05
brɛç,27,2.67156e-05
boːs,27,2.67156e-05
art,27,2.67156e-05
ʃprɛːç,27,2.67156e-05
ʃpaː,27,2.67156e-05
ʃm,27,2.67156e-05
ɒoːs,27,2.67156e-05
ɛç,27,2.67156e-05
xm,26,2.57262e-05
veːl,26,2.57262e-05
ve,26,2.57262e-05
taːf,26,2.57262e-05
tɪp,26,2.57262e-05
tɛs,26,2.57262e-05
tɛr,26,2.57262e-05
stsaɪt,26,2.57262e-05
ru,26,2.57262e-05
laɪp,26,2.57262e-05
lʊk,26,2.57262e-05
lɪf,26,2.57262e-05
kriːɡ,26,2.57262e-05
kʊz,26,2.57262e-05
kʊnf,26,2.57262e-05
ɡnət,26,2.57262e-05
ɡɪnt,26,2.57262e-05
frɪs,26,2.57262e-05
djo,26,2.57262e-05
diːt,26,2.57262e-05
aːl,26,2.57262e-05
aːh,26,2.57262e-05
ʃriːm,26,2.57262e-05
ɒɔɐt,26,2.57262e-05
ɛkt,26,2.57262e-05
zɪŋ,25,2.47367e-05
viːn,25,2.47367e-05
vʊs,25,2.47367e-05
tsɪst,25,2.47367e-05
tɪs,25,2.47367e-05
tɛks,25,2.47367e-05
saːk,25,2.47367e-05
rɔl,25,2.47367e-05
nak,25,2.47367e-05
naːl,25,2.47367e-05
miːns,25,2.47367e-05
hart,25,2.47367e-05
hə,25,2.47367e-05
ftsən,25,2.47367e-05
fʊɐçt,25,2.47367e-05
dja,25,2.47367e-05
dak,25,2.47367e-05
dɔɐf,25,2.47367e-05
dəl,25,2.47367e-05
bliː,25,2.47367e-05
bʊŋs,25,2.47367e-05
ʃtɔp,25,2.47367e-05
ʃlaːh,25,2.47367e-05
ʃa,25,2.47367e-05
ʃən,25,2.47367e-05
ŋants,25,2.47367e-05
zans,24,2.37472e-05
tsvaɪt,24,2.37472e-05
lat,24,2.37472e-05
karls,24,2.37472e-05
kœɐ,24,2.37472e-05
hoːfs,24,2.37472e-05
hax,24,2.37472e-05
haɪl,24,2.37472e-05
hɛɐts,24,2.37472e-05
ɡruː,24,2.37472e-05
ɡeːɐ,24,2.37472e-05
fteː,24,2.37472e-05
fliːkt,24,2.37472e-05
bʏf,24,2.37472e-05
ʃtʏks,24,2.37472e-05
ʃɪç,24,2.37472e-05
ʃɐ,24,2.37472e-05
ɒoːɐ,24,2.37472e-05
ɒç,24,2.37472e-05
ɔl,24,2.37472e-05
ɔft,24,2.37472e-05
vʏd,23,2.27578e-05
tsɛp,23,2.27578e-05
tsɛlt,23,2.27578e-05
triː,23,2.27578e-05
teːm,23,2.27578e-05
tas,23,2.27578e-05
tɐm,23,2.27578e-05
stən,23,2.27578e-05
snɐ,23,2.27578e-05
siːp,23,2.27578e-05
saːx,23,2.27578e-05
rʊnt,23,2.27578e-05
rɔk,23,2.27578e-05
prɛs,23,2.27578e-05
paɪ,23,2.27578e-05
nap,23,2.27578e-05
naɪm,23,2.27578e-05
laɪd,23,2.27578e-05
klɛː,23,2.27578e-05
keːm,23,2.27578e-05
kʏç,23,2.27578e-05
hant,23,2.27578e-05
ɡɡə,23,2.27578e-05
ɡɛɐm,23,2.27578e-05
fy,23,2.27578e-05
froː,23,2.27578e-05
fraːɡ,23,2.27578e-05
fɛk,23,2.27578e-05
djʊm,23,2.27578e-05
diːɐn,23,2.27578e-05
daɪ,23,2.27578e-05
bʊɐ,23,2.27578e-05
ʃtraɪ,23,2.27578e-05
ʃtaɪk,23,2.27578e-05
ʃiːt,23,2.27578e-05
ʃɛt,23,2.27578e-05
ɒaz,23,2.27578e-05
ɛːn,23,2.27578e-05
vən,22,2.17683e-05
tsiːɐt,22,2.17683e-05
trɛː,22,2.17683e-05
toːn,22,2.17683e-05
tɛːt,22,2.17683e-05
snɛː,22,2.17683e-05
sɔlt,22,2.17683e-05
sœɐ,22,2.17683e-05
pli,22,2.17683e-05
nʊŋs,22,2.17683e-05
ms,22,2.17683e-05
laʊt,22,2.17683e-05
lɪk,22,2.17683e-05
kloːs,22,2.17683e-05
kant,22,2.17683e-05
ɡʃtan,22,2.17683e-05
fʊɐ,22,2.17683e-05
fɪŋst,22,2.17683e-05
drəs,22,2.17683e-05
blɐ,22,2.17683e-05
bløːt,22,2.17683e-05
bɪk,22,2.17683e-05
ah,22,2.17683e-05
ʃtaː,22,2.17683e-05
ʃrɪft,22,2.17683e-05
ʃrɛŋ,22,2.17683e-05
ʃprɛ,22,2.17683e-05
ʃpat,22,2.17683e-05
ɔx,22,2.17683e-05
ɪçts,22,2.17683e-05
vart,21,2.07788e-05
vɔɐn,21,2.07788e-05
vɪt,21,2.07788e-05
tsuːŋ,21,2.07788e-05
tstaːk,21,2.07788e-05
tseːlt,21,2.07788e-05
tʊɐm,21,2.07788e-05
tʃə,21,2.07788e-05
kri,21,2.07788e-05
kleː,21,2.07788e-05
jɛkt,21,2.07788e-05
haɪn,21,2.07788e-05
ɡeːd,21,2.07788e-05
fraɪn,21,2.07788e-05
flax,21,2.07788e-05
flaɪ,21,2.07788e-05
fɛns,21,2.07788e-05
darm,21,2.07788e-05
dʏɐ,21,2.07788e-05
dɐs,21,2.07788e-05
bluː,21,2.07788e-05
ble,21,2.07788e-05
bl,21,2.07788e-05
ʃvaɪ,21,2.07788e-05
ʃrɛk,21,2.07788e-05
ʃprʊx,21,2.07788e-05
çaːb,21,2.07788e-05
zat,20,1.97894e-05
zç,20,1.97894e-05
vʊnʃ,20,1.97894e-05
tsvaɪnt,20,1.97894e-05
trʊŋ,20,1.97894e-05
tiːç,20,1.97894e-05
tʃaf,20,1.97894e-05
rʊŋs,20,1.97894e-05
pros,20,1.97894e-05
poːl,20,1.97894e-05
plɛks,20,1.97894e-05
piː,20,1.97894e-05
niːɐ,20,1.97894e-05
neːmç,20,1.97894e-05
nɛɐ,20,1.97894e-05
mjuː,20,1.97894e-05
mat,20,1.97894e-05
mas,20,1.97894e-05
mɛld,20,1.97894e-05
mɛk,20,1.97894e-05
leːɡ,20,1.97894e-05
lʏk,20,1.97894e-05
klɪst,20,1.97894e-05
kɔns,20,1.97894e-05
kɛl,20,1.97894e-05
joː,20,1.97894e-05
jaːn,20,1.97894e-05
har,20,1.97894e-05
ɡlaɪs,20,1.97894e-05
ɡi,20,1.97894e-05
ɡaːp,20,1.97894e-05
fak,20,1.97894e-05
dɪk,20,1.97894e-05
bra,20,1.97894e-05
bløː,20,1.97894e-05
bam,20,1.97894e-05
ʃtɛɐn,20,1.97894e-05
ʃoːŋ,20,1.97894e-05
ʃløːɐ,20,1.97894e-05
ʃat,20,1.97894e-05
ɒeːm,20,1.97894e-05
ɒas,20,1.97894e-05
ɒaʊʃ,20,1.97894e-05
ɒɛ,20,1.97894e-05
ɛçt,20,1.97894e-05
vaɪz,19,1.87999e-05
vʏɐts,19,1.87999e-05
tse,19,1.87999e-05
tsɪf,19,1.87999e-05
tsəs,19,1.87999e-05
trans,19,1.87999e-05
tants,19,1.87999e-05
tʃn,19,1.87999e-05
seː,19,1.87999e-05
sɪŋ,19,1.87999e-05
sɛç,19,1.87999e-05
raɪst,19,1.87999e-05
rɔʏt,19,1.87999e-05
rɔʏ,19,1.87999e-05
preːn,19,1.87999e-05
